vessel_id,SpeedOG,FOCDeviation,wind_speed,draft
1005,12.69,48.9,5.76,13.75
1005,12.76,43.5,5.76,13.775
1005,12.19,53.1,4.79,13.735
1005,12.29,49.4,4.79,13.725
1005,12.29,52.3,4.79,13.715
1005,12.07,52.4,4.79,13.7
1005,11.69,62.9,4.79,13.71
1005,11.55,65.5,4.79,13.73
1005,12.96,79.5,4.79,13.665
1005,13.57,64.7,4.79,13.68
1005,13.64,58.3,4.79,13.67
1005,13.79,45.2,5.68,13.665
1005,13.81,43,5.68,13.655
1005,13.81,42.9,5.68,13.67
1005,13.6,46.5,5.68,13.67
1005,13.59,52.4,5.68,13.645
1005,13.47,51.5,5.68,13.66
1005,13.55,49.8,5.68,13.67
1005,13.63,48.7,5.68,13.675
1005,13.66,48.1,5.68,13.64
1005,13.46,50.9,5.68,13.635
1005,13.42,53.8,5.68,13.67
1005,13.49,47.3,6.83,13.635
1005,13.36,53.2,6.83,13.665
1005,13.33,53.2,6.83,13.645
1005,13.59,48.1,6.83,13.65
1005,13.82,41.1,6.83,13.665
1005,13.85,36.6,6.83,13.63
1005,13.71,41,6.83,13.645
1005,13.76,42.4,6.83,13.665
1005,13.9,36.7,6.83,13.66
1005,13.99,35,6.83,13.66
1005,13.49,29.7,6.83,13.645
1005,13.13,32.5,8.58,13.665
1005,13.06,34.5,8.58,13.665
1005,13.11,32.6,8.58,13.675
1005,13.01,34.8,8.58,13.66
1005,13.08,33.7,8.58,13.66
1005,13,33.9,8.58,13.66
1005,12.97,38.6,8.58,13.685
1005,12.81,45.8,8.58,13.695
1005,13.18,33.6,8.58,13.685
1005,13.31,27.6,8.58,13.685
1005,13.42,8,9.31,13.71
1005,13.43,9.1,9.31,13.675
1005,13.41,10.2,9.31,13.695
1005,13.36,11.6,9.31,13.685
1005,13.31,14.3,9.31,13.695
1005,13.2,16.9,9.31,13.7
1005,13.26,16.9,9.31,13.7
1005,13.2,18.4,9.31,13.69
1005,13.23,16,9.31,13.695
1005,13.2,16.4,9.31,13.68
1005,13.31,13.2,9.31,13.695
1005,13.23,11.4,9.13,13.67
1005,13.29,12,9.13,13.685
1005,13.31,10.1,9.13,13.715
1005,13.23,11.7,9.13,13.7
1005,13.33,12.4,9.13,13.695
1005,13.3,12.8,9.13,13.71
1005,13.31,12.2,9.13,13.685
1005,13.49,8.1,9.13,13.7
1005,13.49,16.8,11.94,13.7
1005,13.03,26.8,11.94,13.715
1005,13.03,24.7,11.94,13.725
1005,13.1,24.5,11.94,13.71
1005,13.09,24.1,11.94,13.715
1005,13.01,26.4,11.94,13.735
1005,12.97,27.9,11.94,13.73
1005,13.01,22.4,11.94,13.72
1005,12.94,35,11.94,13.725
1005,12.72,35,11.94,13.695
1005,12.74,36.8,11.94,13.695
1005,12.95,30.4,11.94,13.695
1005,13.03,32.5,11.95,13.705
1005,13.14,29.8,11.95,13.705
1005,13.23,21.3,11.95,13.695
1005,12.81,9.7,11.95,13.71
1005,12.52,17.5,11.95,13.75
1005,12.5,16.7,11.95,13.745
1005,12.44,18.5,11.95,13.74
1005,12.4,21,11.95,13.725
1005,12.92,23.7,11.95,13.755
1005,13.05,19.8,11.95,13.765
1005,13.08,19,11.95,13.77
1005,12.45,58.8,11.84,13.8
1005,12.9,48.1,11.84,13.805
1005,13.17,30.1,11.84,13.78
1005,12.81,24.1,11.84,13.795
1005,12.87,24.4,11.84,13.805
1005,13.25,26.6,9.16,13.765
1005,13.21,27.1,9.16,13.77
1005,12.93,33.9,9.16,13.795
1005,12.83,40.2,9.16,13.765
1005,13.04,34.6,9.16,13.775
1005,13.13,29.5,9.16,13.76
1005,13.19,27,9.16,13.735
1005,13.2,28.1,9.16,13.75
1005,13.2,27,9.16,13.75
1005,13.31,24.8,9.16,13.745
1005,13.29,17.9,9.13,13.745
1005,13.07,11.9,9.13,13.76
1005,13,17.3,9.13,13.745
1005,12.91,20.5,9.13,13.77
1005,12.69,31.1,9.13,13.785
1005,12.75,30,9.13,13.785
1005,12.98,21.6,9.13,13.77
1005,13.17,14.8,9.13,13.77
1005,13.2,14.1,9.13,13.76
1005,13.18,16.7,9.13,13.77
1005,13.25,15.6,9.13,13.75
1005,13.15,8.8,11.25,13.77
1005,12.94,17.5,11.25,13.76
1005,13.11,15.7,11.25,13.725
1005,12.86,12.3,11.25,13.765
1005,13.01,18.8,11.25,13.75
1005,13.55,11.2,11.25,13.74
1005,13.39,11.4,11.25,13.78
1005,13.18,13.1,11.25,13.78
1005,13.07,14.4,11.25,13.755
1005,13.14,10.4,11.25,13.755
1005,13.05,14.8,11.25,13.75
1005,12.88,19.8,10.32,13.745
1005,12.92,20.8,10.32,13.755
1005,12.89,25.3,10.32,13.76
1005,12.92,23.1,10.32,13.755
1005,12.93,22.2,10.32,13.765
1005,12.78,25,10.32,13.735
1005,12.88,21.9,10.32,13.755
1005,12.99,16.6,10.32,13.755
1005,13.05,15.8,10.32,13.735
1005,13,13.5,10.32,13.75
1005,12.81,20.4,10.55,13.75
1005,12.81,20.7,10.55,13.755
1005,12.89,21.1,10.55,13.74
1005,12.82,22.4,10.55,13.74
1005,12.85,23.5,10.55,13.725
1005,12.82,20.4,10.55,13.75
1005,12.7,23.2,10.55,13.77
1005,12.73,22.7,10.55,13.75
1005,12.81,21.3,10.55,13.76
1005,12.89,18,10.55,13.745
1005,12.87,17.3,10.55,13.75
1005,12.96,19.6,8.54,13.75
1005,12.94,16.3,8.54,13.74
1005,12.95,17.7,8.54,13.735
1005,13.01,16.9,8.54,13.72
1005,13.07,14.7,8.54,13.745
1005,13.15,12.6,8.54,13.73
1005,13.21,13.2,8.54,13.73
1005,13.3,10.8,8.54,13.74
1005,13.29,10,8.54,13.745
1005,13.19,14,8.54,13.745
1005,13.24,14,8.54,13.76
1005,13.04,19.2,10.49,13.74
1005,12.95,20.6,10.49,13.73
1005,12.93,21.2,10.49,13.745
1005,13.03,19.3,10.49,13.745
1005,13,17.2,10.49,13.725
1005,13,17.9,10.49,13.735
1005,12.84,20.1,10.49,13.72
1005,12.71,23.7,10.49,13.7
1005,12.67,24.7,10.49,13.715
1005,12.81,24,10.49,13.715
1005,12.82,21.9,10.49,13.725
1005,12.8,36.6,11.49,13.735
1005,12.79,38.6,11.49,13.73
1005,12.8,38.9,11.49,13.76
1005,12.88,36.9,11.49,13.735
1005,13.02,34.5,11.49,13.73
1005,13.1,25.7,11.49,13.71
1005,11.7,24.4,11.49,13.77
1005,11.75,53.4,11.49,13.755
1005,11.8,41.3,11.49,13.755
1005,12.04,30.2,11.49,13.75
1005,12.27,19.6,10.23,13.745
1005,12.22,21.2,10.23,13.745
1005,12.3,19.6,10.23,13.755
1005,12.3,18.2,10.23,13.745
1005,12.29,18.9,10.23,13.75
1005,12.3,20.9,10.23,13.755
1005,12.31,20.4,10.23,13.745
1005,12.3,21.2,10.23,13.77
1005,12.33,22.7,10.23,13.775
1005,12.3,23.5,10.23,13.755
1005,12.69,21.4,8.54,13.8
1005,12.84,14.9,8.54,13.785
1005,12.89,15.6,8.54,13.775
1005,12.93,13.2,8.54,13.78
1005,12.9,16.1,8.54,13.8
1005,12.9,15.2,8.54,13.78
1005,12.9,15,8.54,13.755
1005,12.98,13.3,8.54,13.765
1005,13,14.7,8.54,13.795
1005,13,13.4,8.54,13.785
1005,13.02,13.2,8.54,13.78
1005,13.02,10.5,7.89,13.775
1005,13.03,10.2,7.89,13.765
1005,13.03,11,7.89,13.77
1005,13,10.5,7.89,13.775
1005,13,12.3,7.89,13.775
1005,13.08,10.2,7.89,13.795
1005,12.91,11.1,7.89,13.79
1005,12.97,12.8,7.89,13.8
1005,13.16,9.2,7.89,13.78
1005,13.12,6.1,7.89,13.795
1005,12.99,10.8,7.89,13.79
1005,12.92,17.1,6.17,13.785
1005,12.94,16.6,6.17,13.78
1005,13.01,16,6.17,13.785
1005,13.15,13.8,6.17,13.78
1005,13.2,12.4,6.17,13.79
1005,13.27,10.1,6.17,13.8
1005,13.32,9.2,6.17,13.8
1005,13.4,7.7,6.17,13.765
1005,13.49,6.4,6.17,13.795
1005,13.5,6.1,6.17,13.785
1005,13.51,6.7,6.17,13.785
1005,13.5,10.4,8.41,13.785
1005,13.5,10.9,8.41,13.77
1005,13.5,13,8.41,13.775
1005,13.48,13.6,8.41,13.78
1005,13.51,12.2,8.41,13.795
1005,13.52,11.3,8.41,13.795
1005,13.4,14.1,8.41,13.755
1005,13.28,14.4,8.41,13.79
1005,13.18,18.7,8.41,13.78
1005,13.18,17.3,8.41,13.765
1005,13.08,19.7,8.41,13.77
1005,13.02,20.9,8.41,13.795
1005,13,28,10.5,13.76
1005,13.02,29.9,10.5,13.78
1005,13.1,25.6,10.5,13.825
1005,13.14,25.9,10.5,13.765
1005,13.19,24.7,10.5,13.79
1005,13.16,26,10.5,13.76
1005,13.1,25.9,10.5,13.78
1005,13.1,25.7,10.5,13.77
1005,13.1,26.8,10.5,13.79
1005,13.1,26.7,10.5,13.76
1005,13.15,28.8,10.5,13.755
1005,13.29,28.9,8.4,13.78
1005,13.22,28.9,8.4,13.775
1005,13.23,29.9,8.4,13.77
1005,13.12,32.7,8.4,13.78
1005,12.83,37.3,8.4,13.785
1005,13.04,37.6,8.4,13.775
1005,13.28,30.9,8.4,13.78
1005,12.71,52.8,8.4,13.775
1005,13.25,32.9,8.4,13.77
1005,13.16,32.9,8.4,13.8
1005,13.18,34.5,9.88,13.79
1005,13.27,32,9.88,13.785
1005,13.28,29.8,9.88,13.805
1005,13.25,30.2,9.88,13.78
1005,13.26,30,9.88,13.79
1005,13.29,27.8,9.88,13.77
1005,13.3,29.5,9.88,13.8
1005,13.3,26.2,9.88,13.79
1005,13.3,28.9,9.88,13.79
1005,13.35,27.3,9.88,13.765
1005,13.4,22.7,12.49,13.78
1005,13.36,23.3,12.49,13.775
1005,13.39,21.9,12.49,13.795
1005,13.34,21.5,12.49,13.785
1005,13.13,19.2,12.49,13.785
1005,13.01,24.1,12.49,13.79
1005,13.01,25.7,12.49,13.78
1005,12.94,24.2,12.49,13.79
1005,12.9,24.9,12.49,13.795
1005,12.75,28.2,12.49,13.775
1005,12.6,34.4,12.49,13.77
1005,12.45,26,11.68,13.775
1005,12.23,31.9,11.68,13.77
1005,12.19,33.3,11.68,13.765
1005,12.1,34.5,11.68,13.765
1005,12.11,35.4,11.68,13.78
1005,12.15,31.8,11.68,13.785
1005,12.2,32,11.68,13.785
1005,12.24,30.6,11.68,13.805
1005,12.3,30.9,11.68,13.78
1005,12.29,31,11.68,13.775
1005,12.27,29.3,11.68,13.775
1005,12.15,25,7.44,13.765
1005,12.01,27.7,7.44,13.765
1005,11.95,28.8,7.44,13.765
1005,17.56,37.8,6.3,11.69
1005,18.04,29.2,6.3,11.52
1005,18.22,15.1,6.3,11.42
1005,17.85,14.4,6.3,11.275
1005,17.8,16.2,5.26,11.15
1005,17.72,18.8,5.26,11
1005,17.64,19.5,5.26,10.95
1005,17.6,17.7,5.26,10.93
1005,17.5,18.7,5.26,10.865
1005,17.43,17.5,5.26,10.84
1005,17.6,14.5,5.26,10.85
1005,17.59,15,5.26,10.85
1005,17.49,19.4,5.26,10.88
1005,17.67,17.7,5.26,10.985
1005,17.7,16.8,5.26,11.085
1005,17.76,16.2,5.26,11.115
1005,17.81,10.1,1.27,11.11
1005,17.55,14.8,1.27,11.12
1005,17.67,15.2,1.27,11.19
1005,17.9,17.2,1.27,11.245
1005,17.71,19.4,1.27,11.21
1005,18.06,14.5,1.27,11.235
1005,18.27,8.7,1.27,11.215
1005,17.73,7.5,1.27,10.81
1005,17.66,9.4,1.27,10.965
1005,18.11,14.2,1.27,11.14
1005,18.22,8.4,1.42,11.36
1005,18.2,8.7,1.42,11.395
1005,18.11,10,1.42,11.39
1005,18.34,8.2,4.61,10.61
1005,18.41,8.1,4.61,10.645
1005,18.61,10.7,4.61,10.625
1005,18.44,17.3,4.61,10.6
1005,18.46,28.8,4.61,10.595
1005,18.44,36.4,4.61,10.825
1005,18.09,50.7,4.61,10.825
1005,17.8,52.7,4.61,10.85
1005,17.63,54.6,4.61,10.85
1005,17.8,41.9,4.54,10.505
1005,17.73,42.3,4.54,10.49
1005,17.86,38,4.54,10.495
1005,18,34.5,4.54,10.49
1005,17.93,38.1,4.54,10.54
1005,17.8,37.5,4.54,10.545
1005,17.81,38.5,4.54,10.58
1005,18.36,35.9,4.54,10.645
1005,18.43,33,4.54,10.685
1005,18.24,45.4,4.54,10.835
1005,18.61,37.4,4.54,10.79
1005,19.18,22.8,4.54,10.865
1005,19.61,10.3,2.49,10.81
1005,19.65,11.6,2.49,10.645
1005,19.38,8.7,2.49,10.51
1005,19.42,6.5,2.49,10.52
1005,19.39,7.6,2.49,10.52
1005,19.42,7,2.49,10.505
1005,19.81,11.7,4.04,10.53
1005,19.73,12.9,4.04,10.515
1005,19.52,15.4,4.04,10.48
1005,19.48,15.8,4.04,10.445
1005,19.59,14.4,4.04,10.475
1005,19.63,12.5,4.04,10.46
1005,19.43,15.1,4.04,10.445
1005,19.27,18.3,4.04,10.435
1005,19.1,22,4.04,10.455
1005,19.19,21.2,4.04,10.455
1005,19.17,20.6,4.04,10.465
1005,18.94,24.8,4.04,10.44
1005,18.85,23.4,4.1,10.445
1005,18.82,24,4.1,10.45
1005,19,20.4,4.1,10.47
1005,19.17,25.4,4.1,10.41
1005,19.29,15.4,4.1,10.45
1005,19.4,15.1,4.1,10.45
1005,19.21,15.8,4.1,10.43
1005,19.08,18.8,4.1,10.455
1005,19.23,16.4,4.1,10.45
1005,19.18,16.5,4.1,10.43
1005,19.17,17.1,4.1,10.42
1005,19.2,16.4,4.1,10.43
1005,19.25,15.5,4.16,10.455
1005,18.58,12.3,4.16,10.42
1005,18.45,17.6,4.16,10.44
1005,18.4,18.6,4.16,10.445
1005,18.5,16.6,4.16,10.435
1005,18.39,18.1,4.16,10.425
1005,18.27,19.8,4.16,10.42
1005,18.3,20.4,4.16,10.425
1005,18.24,20.9,4.16,10.43
1005,18.31,19.4,4.16,10.435
1005,18.3,19.2,4.16,10.43
1005,18.15,22.3,4.16,10.44
1005,18.13,17.2,5.91,10.42
1005,18.3,14.3,5.91,10.435
1005,18.22,14.5,5.91,10.44
1005,18.1,17.3,5.91,10.41
1005,17.98,18.3,5.91,10.425
1005,18.07,18.8,5.91,10.44
1005,18.2,15.3,5.91,10.435
1005,18.21,15.5,5.91,10.435
1005,18.23,15.2,5.91,10.43
1005,18.26,13.5,5.91,10.42
1005,18.2,16.4,5.91,10.42
1005,18.3,14.2,5.91,10.43
1005,18.25,21.9,7.23,10.43
1005,18.34,20.4,7.23,10.445
1005,18.4,18.6,7.23,10.425
1005,18.48,17.9,7.23,10.44
1005,18.6,15.2,7.23,10.43
1005,18.82,12.6,7.23,10.44
1005,18.98,10.6,7.23,10.425
1005,18.97,11.9,7.23,10.445
1005,18.99,9.5,7.23,10.445
1005,18.84,11.5,7.23,10.445
1005,18.98,10.4,7.23,10.44
1005,18.79,12.9,7.23,10.445
1005,18.9,8.1,7.3,10.435
1005,18.76,10.5,7.3,10.415
1005,18.63,13.9,7.3,10.415
1005,18.83,10.2,7.3,10.425
1005,18.85,9.3,7.3,10.425
1005,18.85,10.6,7.3,10.435
1005,18.76,10.2,7.3,10.41
1005,18.67,11.8,7.3,10.42
1005,18.7,11.3,7.3,10.42
1005,18.67,11.4,7.3,10.415
1005,18.8,11.3,7.3,10.405
1005,18.93,7.3,7.3,10.4
1005,18.68,9.6,7.4,10.405
1005,18.39,14.1,7.4,10.405
1005,18.23,16.7,7.4,10.39
1005,18.35,16.8,7.4,10.385
1005,18.61,12.8,7.4,10.42
1005,18.84,8.8,7.4,10.395
1005,18.77,9.6,7.4,10.375
1005,18.82,8.5,7.4,10.4
1005,20.16,6.2,6.44,10.43
1005,20.53,7.9,6.44,10.39
1005,20.69,8.6,6.44,10.39
1005,20.88,9.8,6.44,10.395
1005,20.94,11.6,6.44,10.39
1005,21.23,7.8,6.44,10.4
1005,17.89,10.9,6.26,10.405
1005,18.27,12.4,5.56,10.375
1005,18.8,7.3,5.56,10.395
1005,18.33,8.2,5.56,10.395
1005,18.39,7.8,5.56,10.405
1005,17.69,9,5.93,10.4
1005,17.49,13.2,5.93,10.385
1005,17.66,9.3,5.93,10.42
1005,17.69,8.1,5.93,10.42
1005,17.58,11.2,5.93,10.42
1005,17.5,12.2,5.93,10.4
1005,17.44,13,5.93,10.415
1005,17.35,15,5.93,10.43
1005,17.4,18.7,6.42,10.405
1005,17.42,18.6,6.42,10.43
1005,17.62,14.9,6.42,10.43
1005,17.4,18.8,6.42,10.43
1005,17.34,20,6.42,10.425
1005,17.15,23,6.42,10.415
1005,17.13,25.5,6.42,10.42
1005,17.32,23.8,6.42,10.405
1005,17.83,22.6,6.42,10.41
1005,18.36,19.2,6.42,10.395
1005,18.6,20,6.42,10.4
1005,19.1,18.4,6.42,10.4
1005,18.83,9.3,6.58,10.405
1005,18.27,18.3,6.58,10.375
1005,18.18,20.1,6.58,10.385
1005,18.49,19.4,6.58,10.39
1005,18.95,15.1,6.58,10.395
1005,18.92,13.2,6.58,10.39
1005,18.85,16.1,6.58,10.39
1005,18.98,13.5,6.58,10.385
1005,18.96,13.3,6.58,10.375
1005,18.79,15.5,6.58,10.36
1005,18.77,17.4,6.58,10.38
1005,18.76,17.4,6.58,10.395
1005,18.78,21.4,5.21,10.37
1005,18.69,21.9,5.21,10.375
1005,18.72,24.6,5.21,10.385
1005,18.74,22.4,5.21,10.37
1005,18.55,24.5,5.21,10.39
1005,18.59,26.5,5.21,10.385
1005,18.62,24.6,5.21,10.38
1005,18.62,24.6,5.21,10.375
1005,18.6,25.6,5.21,10.385
1005,18.54,25.2,5.21,10.36
1005,18.73,22.5,5.21,10.4
1005,18.78,21.1,5.21,10.39
1005,18.92,18,3.49,10.395
1005,18.67,21.6,3.49,10.39
1005,18.34,28.7,3.49,10.38
1005,18.44,26.9,3.49,10.39
1005,18.23,31.8,3.49,10.375
1005,18.26,31.3,3.49,10.395
1005,18.4,27.9,3.49,10.39
1005,18.46,26.4,3.49,10.4
1005,18.5,25.8,3.49,10.375
1005,18.62,24.5,3.49,10.385
1005,18.55,24.4,3.49,10.37
1005,18.4,28,3.49,10.37
1005,18.61,25.9,1.81,10.39
1005,18.75,22.9,1.81,10.385
1005,18.98,18.5,1.81,10.39
1005,19.03,17,1.81,10.39
1005,18.91,18.6,1.81,10.385
1005,18.77,21.7,1.81,10.375
1005,18.74,22.4,1.81,10.4
1005,18.86,21.5,1.81,10.405
1005,19.11,17.2,1.81,10.385
1005,19.35,12.4,1.81,10.38
1005,19.35,12.8,1.81,10.385
1005,19.45,11.4,1.81,10.405
1005,19.46,9.1,1.78,10.385
1005,19.35,10.6,1.78,10.385
1005,19.29,12.3,1.78,10.405
1005,19.31,12.3,1.78,10.385
1005,19.12,15.2,1.78,10.395
1005,19.05,17.1,1.78,10.385
1005,19.19,15.1,1.78,10.375
1005,19.47,10.6,1.78,10.39
1005,19.51,9,1.78,10.39
1005,19.28,12.4,1.78,10.375
1005,19.21,13.7,1.78,10.4
1005,19.1,14.7,1.78,10.4
1005,18.96,8.6,3.14,10.38
1005,19.04,8.5,3.14,10.39
1005,19.1,7.3,3.14,10.39
1005,19.09,7.3,3.14,10.375
1005,18.62,25.3,3.14,10.37
1005,18.72,16,3.14,10.375
1005,18.88,13.4,3.14,10.375
1005,18.75,14.3,3.14,10.37
1005,18.7,16.3,3.14,10.37
1005,18.27,18.1,7.5,10.375
1005,18.28,17.3,7.5,10.37
1005,18.28,17.2,7.5,10.37
1005,18.35,15.4,7.5,10.365
1005,18.3,17.9,7.5,10.375
1005,18.41,15.4,7.5,10.385
1005,18.32,15.4,7.5,10.365
1005,18.3,17.5,7.5,10.4
1005,18.48,13.4,7.5,10.38
1005,18.33,16.2,7.5,10.375
1005,18.47,14.2,7.5,10.385
1005,18.64,10.7,7.5,10.405
1005,18.45,9.3,7.41,10.385
1005,18.35,10.2,7.41,10.38
1005,18.4,9.1,7.41,10.385
1005,18.33,13.8,7.41,10.385
1005,18.16,14.4,7.41,10.385
1005,18.08,18.1,7.41,10.385
1005,18.53,12.2,9.64,10.385
1005,18.65,8.9,9.64,10.39
1005,18.69,9.4,9.64,10.36
1005,18.81,11.3,11.14,10.39
1005,18.75,12.4,11.14,10.395
1005,18.96,8.2,11.14,10.4
1005,18.92,10.5,11.14,10.39
1005,18.68,16.5,11.14,10.375
1005,18.74,14.1,11.14,10.375
1005,18.82,14,11.14,10.37
1005,19,14.8,11.14,10.395
1005,19,7.6,11.14,10.385
1005,18.86,12.3,11.14,10.39
1005,18.62,14.9,11.14,10.395
1005,18.9,8.3,11.14,10.39
1005,18.81,13.7,9.85,10.375
1005,18.87,12.9,9.85,10.36
1005,18.82,12.9,9.85,10.37
1005,19.01,10.8,9.85,10.375
1005,19.09,7.7,9.85,10.405
1005,19.27,10.2,10.2,10.405
1005,19.05,13.4,10.2,10.43
1005,19.3,13.8,10.2,10.435
1005,19.36,9.4,10.2,10.43
1005,18.6,12,10.7,10.4
1005,18.79,9.8,10.7,10.415
1005,18.93,7.1,10.7,10.41
1005,18.67,8.7,10.7,10.385
1005,18.45,10.8,10.7,10.395
1005,18.41,13.9,10.7,10.375
1005,18.54,11.4,10.7,10.38
1005,18.55,10.7,10.7,10.35
1005,18.68,9.1,10.7,10.36
1005,18.8,8.3,12.52,10.39
1005,18.8,7.9,12.52,10.365
1005,18.79,8,12.52,10.38
1005,18.58,10.8,11.9,10.365
1005,18.67,8.6,11.9,10.37
1005,18.65,9.5,11.9,10.375
1005,18.71,8.4,11.9,10.38
1005,18.69,9.1,12.27,10.355
1005,18.74,7.5,12.27,10.355
1005,18.62,8.9,12.27,10.37
1005,18.69,7.8,12.27,10.38
1005,18.5,8.9,12.27,10.36
1005,18.55,13.6,12.58,10.39
1005,18.74,11,12.58,10.36
1005,18.47,7.8,12.58,10.375
1005,18.46,10.4,12.48,10.33
1005,18.55,8.5,12.48,10.365
1005,18.57,9.1,12.48,10.365
1005,18.76,16.7,12.48,10.385
1005,19,13.8,12.48,10.395
1005,19.05,23.1,12.48,10.38
1005,19.27,17.6,12.48,10.395
1005,19.3,16.5,12.48,10.39
1005,19.28,17.5,12.48,10.38
1005,19.24,15,12.48,10.385
1005,19.47,13.3,12.48,10.355
1005,19.55,31.1,12.56,10.38
1005,19.59,29.4,12.56,10.385
1005,19.76,27.6,12.56,10.375
1005,19.8,26.5,12.56,10.385
1005,19.74,27.5,12.56,10.375
1005,19.69,28.3,12.56,10.38
1005,19.41,29.1,12.56,10.38
1005,19.1,33.4,12.56,10.385
1005,19.18,30.7,12.56,10.38
1005,19.25,29,12.56,10.39
1005,19.23,28.9,12.56,10.38
1005,19.47,26.4,12.56,10.38
1005,18.88,26.3,12.81,10.38
1005,18.55,33.3,12.81,10.365
1005,18.59,34,12.81,10.395
1005,18.89,27.3,12.81,10.395
1005,18.92,26.6,12.81,10.4
1005,19.09,23.5,12.81,10.41
1005,19.15,22.3,12.81,10.385
1005,19.21,21.5,12.81,10.395
1005,19.24,20.4,12.81,10.38
1005,19.19,21.8,12.81,10.41
1005,19.05,22.7,12.81,10.385
1005,18.82,28.1,12.81,10.375
1005,18.92,31.2,12.78,10.38
1005,19.13,27.2,12.78,10.38
1005,19.04,28,12.78,10.37
1005,18.99,29,12.78,10.39
1005,18.85,31.9,12.78,10.37
1005,18.97,29.6,12.78,10.385
1005,19.05,27.7,12.78,10.38
1005,19,29.2,12.78,10.37
1005,19.1,27.2,12.78,10.4
1005,19,28.3,12.78,10.385
1005,18.86,32,12.78,10.385
1005,18.96,29.2,12.78,10.36
1005,18.86,26.4,12.07,10.375
1005,18.72,30.3,12.07,10.36
1005,18.61,30.9,12.07,10.375
1005,18.61,31,12.07,10.385
1005,18.76,29.3,12.07,10.38
1005,18.89,26.3,12.07,10.38
1005,18.91,27,12.07,10.36
1005,18.94,25.6,12.07,10.395
1005,19.11,22.4,12.07,10.375
1005,19.01,23.2,12.07,10.385
1005,18.98,25.7,12.07,10.375
1005,19.03,23.8,12.07,10.385
1005,18.92,9.9,12.66,10.375
1005,18.91,9.4,12.66,10.405
1005,19.07,8.3,12.66,10.39
1005,19.13,8,12.66,10.37
1005,19.09,7.4,12.66,10.38
1005,19.03,8.8,12.66,10.405
1005,18.9,10.7,12.66,10.4
1005,18.84,12,12.66,10.405
1005,18.58,17,12.66,10.385
1005,18.52,17.7,12.66,10.38
1005,18.61,13.7,11.81,10.385
1005,18.75,12.1,11.81,10.395
1005,18.83,10.8,11.81,10.395
1005,18.8,11.8,11.81,10.39
1005,18.58,13.7,11.81,10.37
1005,18.82,10.5,11.81,10.4
1005,18.54,13.6,11.81,10.365
1005,18.22,19.6,11.81,10.365
1005,18.39,16.5,11.81,10.375
1005,18.21,20.2,11.81,10.385
1005,18.34,17.8,11.81,10.375
1005,18.14,20.7,11.81,10.37
1005,18.3,9.3,10.84,10.375
1005,18.49,7.2,10.84,10.375
1005,18.17,11.4,10.84,10.37
1005,18.06,13.3,10.84,10.375
1005,17.96,14.7,10.84,10.375
1005,17.71,17.4,10.84,10.39
1005,17.6,21,10.84,10.385
1005,17.8,14,11.63,10.4
1005,17.9,12.6,11.63,10.395
1005,17.86,15.6,11.63,10.395
1005,18.07,9.2,11.63,10.365
1005,18.12,9.6,11.63,10.38
1005,18.22,7.2,11.63,10.38
1005,17.97,11.7,11.63,10.395
1005,18.22,8.2,11.63,10.385
1005,18.16,7.8,11.63,10.37
1005,17.95,11.2,11.63,10.38
1005,17.93,11.6,11.63,10.375
1005,17.94,11.4,11.63,10.385
1005,18.35,11.4,11.93,10.385
1005,18.46,9.3,11.93,10.42
1005,18.48,9,11.93,10.39
1005,18.34,10.6,11.93,10.425
1005,18.29,11.4,11.93,10.395
1005,18.35,9.9,11.93,10.405
1005,18.2,11.4,11.93,10.395
1005,18.16,13.8,11.93,10.4
1005,18.06,15.5,11.93,10.405
1005,18.1,15.7,11.93,10.4
1005,18.28,12.4,11.93,10.415
1005,18.27,11.5,11.93,10.39
1005,18.25,15,10.64,10.41
1005,18.29,14.7,10.64,10.385
1005,18.57,10.9,10.64,10.37
1005,18.66,8.6,10.64,10.37
1005,18.27,18.5,9.83,10.425
1005,18.51,14.5,9.83,10.42
1005,18.45,15.5,9.83,10.42
1005,18.47,16.2,9.83,10.415
1005,18.39,17,9.83,10.415
1005,18.31,18.3,9.83,10.425
1005,18.31,18.8,9.83,10.415
1005,18.33,18.9,9.83,10.41
1005,18.38,16.5,9.83,10.405
1005,18.37,17.5,9.83,10.385
1005,18.47,13.7,9.83,10.415
1005,18.42,15.8,9.83,10.405
1005,18.37,29.6,10.15,10.405
1005,18.39,28.6,10.15,10.41
1005,18.27,30.8,10.15,10.395
1005,17.97,32.7,10.15,10.41
1005,17.88,35.6,10.15,10.385
1005,17.95,33.6,10.15,10.395
1005,17.8,36.3,10.15,10.4
1005,17.77,38.5,10.15,10.415
1005,17.8,37.4,10.15,10.385
1005,17.94,35.7,10.15,10.41
1005,17.88,34.5,10.15,10.4
1005,17.68,39.9,10.15,10.395
1005,17.75,19.8,10.49,10.39
1005,17.65,20.7,10.49,10.395
1005,17.6,21.7,10.49,10.395
1005,17.67,21.1,10.49,10.39
1005,17.78,19.2,10.49,10.4
1005,17.82,18,10.49,10.39
1005,17.78,18.4,10.49,10.395
1005,17.79,18.9,10.49,10.4
1005,17.92,16.5,10.49,10.385
1005,18.18,11.4,10.49,10.4
1005,18.1,12.4,10.49,10.385
1005,18.09,13.3,10.49,10.385
1005,17.91,17.4,11.9,10.395
1005,17.96,16.2,11.9,10.38
1005,17.77,18.3,11.9,10.385
1005,17.25,29.8,11.9,10.35
